host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type, price ,guests_included,extra_people,minimum_nights,customers @ 50% review rate," Daily Rev per 2 guests, unless limited to 1 ", Min Nights , Total Rev ,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
15777620,Klara,2014,5/20,5/20/14,3.15,4556287,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1053 PT,Netherlands,52.36583053,4.868559281,Apartment,Private room,2,1,1,1,Real Bed, $108 ,1,0,1,10, $108 , $108 ," $1,080 ",within a day,0.78,5,84,9,8,9,10,9,9
15782415,Flip,2014,5/20,5/20/14,3.15,4613073,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1056,Netherlands,52.37307886,4.857310165,Apartment,Entire home/apt,2,1,2,1,Real Bed, $150 ,1,0,2,0, $150 , $300 , $-   ,within a few hours,1,0,,,,,,,
15799839,Bart,2014,5/21,5/21/14,3.15,3107999,Centrum-West,Amsterdam,Amsterdam,North Holland,,1012 VP,Netherlands,52.37048942,4.888714148,House,Entire home/apt,4,1.5,1,1,Real Bed, $130 ,2,50,3,2, $130 , $390 , $780 ,within an hour,1,1,100,10,10,10,10,8,10
15806021,Rosanne,2014,5/21,5/21/14,3.15,3109879,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1054 DG,Netherlands,52.36585797,4.87511251,Apartment,Entire home/apt,3,1,4,2,Real Bed, $100 ,1,0,2,10, $100 , $200 ," $2,000 ",N/A,N/A,5,96,10,9,10,10,10,10
15808039,Grieteke,2014,5/21,5/21/14,3.15,4195000,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1018 LP,Netherlands,52.37172437,4.922756544,Apartment,Entire home/apt,2,1,1,2,Real Bed, $100 ,1,0,2,6, $100 , $200 ," $1,200 ",within a day,0.9,3,87,10,9,7,9,9,8
15808143,Stephanie,2014,5/21,5/21/14,3.15,3142247,Centrum-West,Amsterdam,Amsterdam,North Holland,,1016 HL,Netherlands,52.37060447,4.882908592,House,Private room,2,1,1,1,Real Bed, $90 ,1,30,2,22, $120 , $240 ," $5,280 ",within a few hours,1,11,98,10,10,10,10,10,10
15812999,Ad & Anna,2014,5/21,5/21/14,3.15,3111787,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 SJ,Netherlands,52.37582779,4.881289647,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,2,30,2,70, $120 , $240 ," $16,800 ",within a few hours,0.88,35,96,10,10,10,10,10,9
15821377,Deimant€Ñ,2014,5/21,5/21/14,3.15,5513400,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,,1078HT,Netherlands,52.34567893,4.890575407,Apartment,Private room,2,1,1,1,Real Bed, $60 ,1,0,1,0, $60 , $60 , $-   ,within a day,1,0,,,,,,,
15822324,Esther En Stefan,2014,5/21,5/21/14,3.15,4216576,Oud-Noord,Amsterdam,Amsterdam,North Holland,,1025 LB,Netherlands,52.3908337,4.935108513,House,Entire home/apt,5,1,3,5,Real Bed, $200 ,5,25,2,4, $200 , $400 ," $1,600 ",within a few hours,1,2,100,10,10,10,10,9,10
15822709,Frank,2014,5/21,5/21/14,3.15,3113878,Noord-West,Amsterdam,Amsterdam,North Holland,,1035VE,Netherlands,52.41809334,4.904343407,House,Entire home/apt,4,2,2,4,Real Bed, $85 ,1,0,5,14, $85 , $425 ," $5,950 ",within a day,1,7,94,9,10,10,10,9,9
15828426,Lennart,2014,5/21,5/21/14,3.15,4043626,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1017 PV,Netherlands,52.36452786,4.882275529,Apartment,Private room,2,1,1,1,Real Bed, $100 ,1,0,2,10, $100 , $200 ," $2,000 ",within an hour,0.98,5,84,7,8,8,8,10,7
15828426,Lennart,2014,5/21,5/21/14,3.15,3115135,Centrum-West,Amsterdam,Amsterdam,North Holland,,1017 PV,Netherlands,52.36637152,4.882206406,Apartment,Private room,2,1,1,2,Real Bed, $120 ,1,0,1,132, $120 , $120 ," $15,840 ",within an hour,0.98,66,87,9,8,9,9,9,8
15840711,Theo,2014,5/22,5/22/14,3.14,3178221,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1073 BR,Netherlands,52.35536539,4.896904377,Apartment,Entire home/apt,2,1,1,1,Real Bed, $99 ,1,0,3,16, $99 , $297 ," $4,752 ",within an hour,1,8,98,10,10,10,10,10,9
15855804,Loes,2014,5/22,5/22/14,3.14,5731821,Zuid,Amsterdam,Amsterdam,NH,,1071,Netherlands,52.35329934,4.885160735,Loft,Private room,2,1,1,1,Real Bed, $95 ,1,0,1,0, $95 , $95 , $-   ,a few days or more,0.49,0,,,,,,,
15862404,Pamela,2014,5/22,5/22/14,3.14,3122759,Noord-West,Amsterdam,Amsterdam,North Holland,,1034 KW,Netherlands,52.40901608,4.926802695,House,Entire home/apt,4,1,3,4,Real Bed, $125 ,1,0,6,2, $125 , $750 ," $1,500 ",within a day,1,1,100,10,10,10,10,6,10
15879881,Manuela,2014,5/23,5/23/14,3.14,5690251,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,,1057,Netherlands,52.36580261,4.859215307,Apartment,Private room,2,1,1,1,Real Bed, $90 ,1,0,1,0, $90 , $90 , $-   ,within an hour,1,0,,,,,,,
15883023,Chris,2014,5/23,5/23/14,3.14,3126957,Zuid,Amsterdam,Amsterdam,North Holland,,1072,Netherlands,52.35779244,4.885946262,Apartment,Entire home/apt,4,2.5,3,4,Real Bed, $200 ,4,20,3,46, $200 , $600 ," $27,600 ",within an hour,1,23,90,9,9,9,9,10,9
15889542,Adel,2014,5/23,5/23/14,3.14,5623410,Bos en Lommer,Amsterdam,Amsterdam,Noord-Holland,,1055 XZ,Netherlands,52.38036007,4.855818465,Apartment,Private room,3,1,1,1,Real Bed, $50 ,2,5,2,6, $50 , $100 , $600 ,within a few hours,0.97,3,100,8,9,9,9,7,9
15891676,Klaas,2014,5/23,5/23/14,3.14,3129198,Centrum-West,Amsterdam,Amsterdam,North Holland,,1016 RG,Netherlands,52.37213868,4.87896263,Apartment,Entire home/apt,2,1,1,1,Real Bed, $225 ,1,0,3,20, $225 , $675 ," $13,500 ",within a few hours,0.95,10,98,10,10,10,10,10,9
15895871,Jan,2014,5/23,5/23/14,3.14,3130145,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1057,Netherlands,52.36594531,4.861462618,Apartment,Private room,2,1,1,2,Real Bed, $57 ,1,5,2,72, $62 , $124 ," $8,928 ",within an hour,1,36,94,9,9,10,9,9,9
15906515,Galip Okan,2014,5/23,5/23/14,3.14,4889320,Slotervaart,Amsterdam,Amsterdam,Noord-Holland,,1062 EV,Netherlands,52.34948437,4.839348063,Apartment,Shared room,1,0.5,1,1,Real Bed, $39 ,1,0,1,0, $39 , $39 , $-   ,within a day,1,0,,,,,,,
15916616,Pieter,2014,5/24,5/24/14,3.14,3134472,Zuid,Amsterdam,Amsterdam,North Holland,,1071 VJ,Netherlands,52.35377685,4.886081366,Apartment,Entire home/apt,2,1,1,1,Real Bed, $114 ,2,30,3,14, $114 , $342 ," $4,788 ",within an hour,1,7,97,10,9,9,10,9,9
15917368,Xinmo,2014,5/24,5/24/14,3.14,5875934,Bijlmer-Centrum,Amsterdam Zuid-Oost,Amsterdam,XH,,1102,Netherlands,52.32473539,4.946811333,Apartment,Private room,2,1,1,1,Real Bed, $39 ,1,0,1,0, $39 , $39 , $-   ,within a few hours,0.85,0,,,,,,,
15917368,Xinmo,2014,5/24,5/24/14,3.14,3322932,Bijlmer-Centrum,Amsterdam-Zuidoost,Amsterdam,North Holland,,1102,Netherlands,52.32458863,4.946294682,Apartment,Private room,2,1,1,2,Real Bed, $65 ,1,0,1,10, $65 , $65 , $650 ,within a few hours,0.85,5,100,9,9,10,9,7,9
15919193,Amir & Libi,2014,5/24,5/24/14,3.14,3141006,Oud-Noord,Amsterdam,Amsterdam,North Holland,,1021 ED,Netherlands,52.38473096,4.917912559,House,Entire home/apt,4,1,2,2,Real Bed, $100 ,1,0,5,2, $100 , $500 ," $1,000 ",N/A,N/A,1,80,8,8,10,10,8,8
15923010,Sylvia,2014,5/24,5/24/14,3.14,3135926,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1072NN,Netherlands,52.35271001,4.889051135,Apartment,Private room,2,1,1,1,Real Bed, $80 ,1,0,1,2, $80 , $80 , $160 ,within an hour,1,1,80,10,10,10,10,10,8
15923139,Jan,2014,5/24,5/24/14,3.14,3189044,Zuid,Amsterdam,Amsterdam,North Holland,,1075 CA,Netherlands,52.35455988,4.856047286,House,Entire home/apt,3,1,2,2,Real Bed, $86 ,2,25,3,40, $86 , $258 ," $10,320 ",within a few hours,1,20,96,10,9,10,10,10,10
15923462,Monique,2014,5/24,5/24/14,3.14,3136050,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1074 CE,Netherlands,52.35757468,4.900046317,Apartment,Private room,3,1,1,2,Real Bed, $60 ,2,20,2,32, $60 , $120 ," $3,840 ",within an hour,1,16,93,10,10,10,10,9,9
15927385,Jan-Jaap,2014,5/24,5/24/14,3.14,3136839,Zuid,Amsterdam,Amsterdam,North Holland,,1076 XT,Netherlands,52.34750954,4.86125058,Apartment,Entire home/apt,2,1,1,1,Real Bed, $90 ,1,0,2,0, $90 , $180 , $-   ,within a day,1,0,,,,,,,
15935138,Sanne,2014,5/24,5/24/14,3.14,3138408,Westerpark,Amsterdam,Amsterdam,North Holland,,1013 zn,Netherlands,52.39301144,4.877590325,Apartment,Entire home/apt,4,1,3,4,Real Bed, $119 ,4,30,3,0, $119 , $357 , $-   ,within a day,1,0,,,,,,,
15945546,LÌ¼tsen,2014,5/25,5/25/14,3.14,3145463,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,,1082 HS,Netherlands,52.32849181,4.87479719,Apartment,Private room,1,1,1,1,Real Bed, $50 ,1,0,1,0, $50 , $50 , $-   ,N/A,N/A,0,,,,,,,
15955746,Romkje,2014,5/25,5/25/14,3.14,3142543,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1018 SK,Netherlands,52.37052123,4.93118457,Apartment,Entire home/apt,5,1,3,4,Real Bed, $150 ,5,50,2,12, $150 , $300 ," $3,600 ",within a day,0.5,6,96,9,8,10,8,8,9
15956048,Annemieke,2014,5/25,5/25/14,3.14,5776434,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,,1078 AJ,Netherlands,52.34944608,4.90210105,Apartment,Entire home/apt,2,1,1,1,Real Bed, $175 ,1,0,3,0, $175 , $525 , $-   ,within a few hours,1,0,,,,,,,
15956855,Daniel,2014,5/25,5/25/14,3.14,3142766,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015,Netherlands,52.37934931,4.887075448,Apartment,Private room,2,1,1,1,Real Bed, $50 ,1,40,3,16, $90 , $270 ," $4,320 ",within an hour,1,8,93,9,9,9,9,10,10
15961069,Daan,2014,5/25,5/25/14,3.14,3143764,Oud-Noord,Amsterdam,Amsterdam,North Holland,,1031 CN,Netherlands,52.38624499,4.90839522,Apartment,Entire home/apt,2,1,1,1,Real Bed, $60 ,1,0,7,0, $60 , $420 , $-   ,N/A,N/A,0,,,,,,,
15964654,Rots,2014,5/25,5/25/14,3.14,3144601,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1053,Netherlands,52.3708419,4.874675019,Apartment,Entire home/apt,1,1,0,1,Real Bed, $96 ,1,0,3,2, $96 , $288 , $576 ,within a few hours,0.94,1,100,10,10,10,10,8,8
15965307,Toon,2014,5/25,5/25/14,3.14,4061996,Zuid,Amsterdam,Amsterdam,North Holland,,1071 WX,Netherlands,52.35319743,4.886322019,Apartment,Entire home/apt,2,1,1,1,Real Bed, $124 ,1,0,5,4, $124 , $620 ," $2,480 ",N/A,N/A,2,100,10,10,10,10,10,9
15970778,Paul & Kim,2014,5/25,5/25/14,3.14,5494002,Osdorp,Amsterdam,Amsterdam,Noord-Holland,,1069,Netherlands,52.3505386,4.799106772,Apartment,Entire home/apt,4,1,3,2,Real Bed, $89 ,2,15,4,0, $89 , $356 , $-   ,within a few hours,0.87,0,,,,,,,
15970778,Paul & Kim,2014,5/25,5/25/14,3.14,4981487,Osdorp,Amsterdam,Amsterdam,Noord-Holland,,1069,Netherlands,52.35055648,4.797836811,Apartment,Private room,2,1,1,1,Real Bed, $55 ,1,0,1,26, $55 , $55 ," $1,430 ",within a few hours,0.88,13,97,10,10,10,10,9,9
15982543,Wouter,2014,5/26,5/26/14,3.13,3896322,Oud-Noord,Amsterdam,Amsterdam,North Holland,,1021 GV,Netherlands,52.38359237,4.914598602,House,Entire home/apt,3,1,1,2,Real Bed, $89 ,2,10,3,6, $89 , $267 ," $1,602 ",N/A,N/A,3,100,9,9,9,9,9,10
15988854,Jean Paul,2014,5/26,5/26/14,3.13,3149579,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1018 AD,Netherlands,52.36606723,4.921958059,Loft,Entire home/apt,5,2,3,5,Real Bed, $349 ,5,50,3,0, $349 ," $1,047 ", $-   ,a few days or more,0.3,0,,,,,,,
15990229,Han,2014,5/26,5/26/14,3.13,3149979,Geuzenveld - Slotermeer,Amsterdam,Amsterdam,North Holland,,1061DJ,Netherlands,52.37978897,4.837193466,Apartment,Entire home/apt,4,1,1,1,Pull-out Sofa, $95 ,2,0,1,10, $95 , $95 , $950 ,within an hour,1,5,100,10,10,10,10,9,10
15991513,Michel,2014,5/26,5/26/14,3.13,3179669,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 MP,Netherlands,52.3780613,4.883374808,Bed & Breakfast,Entire home/apt,4,2,2,2,Real Bed, $190 ,1,0,2,16, $190 , $380 ," $6,080 ",within an hour,1,8,100,10,10,10,10,10,10
15991513,Michel,2014,5/26,5/26/14,3.13,3150413,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 MP,Netherlands,52.37777002,4.88198859,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed, $100 ,1,0,2,42, $100 , $200 ," $8,400 ",within an hour,1,21,92,10,10,10,10,10,9
15991513,Michel,2014,5/26,5/26/14,3.13,3150587,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 MP,Netherlands,52.3778879,4.88402836,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed, $120 ,1,0,2,16, $120 , $240 ," $3,840 ",within an hour,1,8,98,10,10,10,10,10,9
15992704,Marcel,2014,5/26,5/26/14,3.13,5099206,Westerpark,Amsterdam,Amsterdam,Noord-Holland,,1051 KA,Netherlands,52.38077741,4.868220161,Apartment,Entire home/apt,4,1,1,2,Real Bed, $105 ,2,30,2,4, $105 , $210 , $840 ,within an hour,1,2,90,9,10,10,10,8,9
15992704,Marcel,2014,5/26,5/26/14,3.13,3150605,Westerpark,Amsterdam,Amsterdam,North Holland,,1051 BZ,Netherlands,52.38230628,4.87261103,Apartment,Entire home/apt,2,1,1,1,Real Bed, $110 ,1,0,2,4, $110 , $220 , $880 ,within an hour,1,2,100,9,10,10,10,10,9
15994515,Frederique,2014,5/26,5/26/14,3.13,4470170,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1017 GR,Netherlands,52.36434365,4.888401378,Apartment,Entire home/apt,4,2,2,3,Real Bed, $295 ,1,0,4,2, $295 ," $1,180 "," $2,360 ",within an hour,1,1,100,10,10,10,10,10,8
15995178,(email hidden),2014,5/26,5/26/14,3.13,3151327,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1078 RK,Netherlands,52.34878657,4.905882585,Apartment,Entire home/apt,2,1,1,1,Real Bed, $75 ,2,20,2,24, $75 , $150 ," $3,600 ",within a day,0.83,12,90,9,10,9,9,9,8
16004275,Jan,2014,5/26,5/26/14,3.13,3153836,Zuid,Amsterdam,Amsterdam,North Holland,,1071,Netherlands,52.35803432,4.870922154,Apartment,Entire home/apt,2,1,1,1,Real Bed, $100 ,1,0,2,10, $100 , $200 ," $2,000 ",within an hour,1,5,96,10,10,10,10,10,10
16007494,Amelie,2014,5/26,5/26/14,3.13,3172072,Zuid,Amsterdam,Amsterdam,North Holland,,1075,Netherlands,52.35284499,4.861330738,Apartment,Private room,2,1,1,1,Real Bed, $70 ,1,0,1,2, $70 , $70 , $140 ,within a few hours,1,1,100,10,10,10,10,10,10
16032724,Dennis,2014,5/27,5/27/14,3.13,3159712,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1073,Netherlands,52.3578296,4.896504482,Apartment,Entire home/apt,2,1,1,1,Real Bed, $250 ,1,0,2,8, $250 , $500 ," $4,000 ",within a few hours,0.9,4,95,10,10,10,10,10,9
16033918,Sammi,2014,5/27,5/27/14,3.13,3755647,Westerpark,Amsterdam,Amsterdam,North Holland,,1013 ST,Netherlands,52.38816859,4.878914738,Apartment,Entire home/apt,2,1,1,1,Real Bed, $80 ,1,25,3,12, $105 , $315 ," $3,780 ",within a few hours,1,6,83,8,8,10,10,9,9
16051033,Fanny,2014,5/27,5/27/14,3.13,3234328,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,,1096 HK,Netherlands,52.34291758,4.915468927,Apartment,Private room,2,1.5,1,1,Pull-out Sofa, $92 ,1,0,1,6, $92 , $92 , $552 ,within a few hours,0.89,3,100,10,10,9,10,9,9
16054765,Sandra,2014,5/27,5/27/14,3.13,3854814,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1073,Netherlands,52.35206793,4.897096086,Apartment,Entire home/apt,4,1,2,4,Real Bed, $190 ,1,0,1,16, $190 , $190 ," $3,040 ",within an hour,1,8,100,10,10,10,10,9,10
16055607,Nienke,2014,5/27,5/27/14,3.13,4303461,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,,1019 AZ,Netherlands,52.36909208,4.933502869,Apartment,Entire home/apt,4,1,2,4,Real Bed, $125 ,2,35,1,10, $125 , $125 ," $1,250 ",within an hour,1,5,100,10,10,10,10,10,9
16066434,Ronald,2014,5/27,5/27/14,3.13,3167581,Bos en Lommer,Amsterdam,Amsterdam,North Holland,,1055 AA,Netherlands,52.37453207,4.846639488,Apartment,Entire home/apt,2,1,0,1,Real Bed, $75 ,1,0,2,16, $75 , $150 ," $2,400 ",within a day,0.75,8,95,10,9,10,9,8,9
16075904,Raymond,2014,5/28,5/28/14,3.13,3169246,Oud-Oost,Amsterdam,Amsterdam,Noord-Holland,,1097 AH,Netherlands,52.35328301,4.923079066,Apartment,Entire home/apt,5,1,2,2,Real Bed, $160 ,4,25,3,42, $160 , $480 ," $20,160 ",within a day,0.88,21,96,10,10,10,9,9,9
16079438,Tara,2014,5/28,5/28/14,3.13,5418716,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,,1015 GN,Netherlands,52.38197439,4.883419993,House,Entire home/apt,2,1,1,1,Real Bed, $170 ,1,0,2,2, $170 , $340 , $680 ,within a few hours,1,1,,,,,,,
16080442,Eva,2014,5/28,5/28/14,3.13,3170422,Westerpark,Amsterdam,Amsterdam,North Holland,,1051 NL,Netherlands,52.37391129,4.866957714,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,0,0,3,14, $89 , $267 ," $3,738 ",within a day,1,7,94,9,9,10,10,9,9
16082096,Martijn,2014,5/28,5/28/14,3.13,5416966,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,Noord-Holland,,1019JR,Netherlands,52.37275973,4.938044174,Apartment,Entire home/apt,5,1,2,3,Real Bed, $130 ,2,15,1,4, $130 , $130 , $520 ,within a few hours,1,2,90,9,8,8,9,8,8
16083490,Jelte,2014,5/28,5/28/14,3.13,3172092,Slotervaart,Amsterdam,Amsterdam,North Holland,,1061 XZ,Netherlands,52.37055286,4.836414609,Apartment,Entire home/apt,2,1,1,1,Real Bed, $85 ,1,0,1,0, $85 , $85 , $-   ,within a few hours,1,0,,,,,,,
16084616,Christian,2014,5/28,5/28/14,3.13,3179688,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,,1082 NG,Netherlands,52.33247404,4.879530913,Apartment,Entire home/apt,4,1.5,2,2,Real Bed, $90 ,2,90,4,6, $90 , $360 ," $2,160 ",N/A,N/A,3,87,9,9,9,9,8,9
16107145,Marina,2014,5/28,5/28/14,3.13,3176455,Zuid,Amsterdam,Amsterdam,Noord-Holland,,1076,Netherlands,52.34704607,4.859861572,Apartment,Entire home/apt,5,1.5,3,3,Real Bed, $50 ,3,30,3,22, $50 , $150 ," $3,300 ",within a few hours,1,11,96,10,10,9,10,9,10
16116291,Stijn,2014,5/29,5/29/14,3.13,3178084,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1078 AK,Netherlands,52.34528137,4.891182267,Apartment,Entire home/apt,4,1,2,3,Real Bed, $169 ,1,0,3,4, $169 , $507 ," $2,028 ",within an hour,1,2,50,6,4,6,6,7,6
16118554,Lianne,2014,5/29,5/29/14,3.13,3178532,Zuid,Amsterdam,Amsterdam,North Holland,,1076 XS,Netherlands,52.3496991,4.862728387,Apartment,Entire home/apt,4,1,1,2,Real Bed, $87 ,2,15,2,10, $87 , $174 ," $1,740 ",within a few hours,1,5,100,10,10,10,10,9,10
16125509,Niki,2014,5/29,5/29/14,3.13,3180607,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,,1087 MB,Netherlands,52.35250909,4.99911372,House,Entire home/apt,6,2,5,7,Real Bed, $110 ,1,0,5,0, $110 , $550 , $-   ,a few days or more,0.25,0,,,,,,,
16126513,Anne,2014,5/29,5/29/14,3.13,4216594,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1073 AS,Netherlands,52.35070824,4.894392308,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,1,0,3,2, $120 , $360 , $720 ,N/A,N/A,1,100,10,10,10,10,10,10
16126732,Bob,2014,5/29,5/29/14,3.13,3180371,Centrum-Oost,Amsterdam,Amsterdam,North Holland,,1018 EW,Netherlands,52.36189131,4.904575877,Apartment,Entire home/apt,2,1,2,2,Real Bed, $95 ,2,20,2,12, $95 , $190 ," $2,280 ",within a few hours,1,6,90,9,9,10,10,10,9
16129187,Nicole,2014,5/29,5/29/14,3.13,3783232,Bos en Lommer,Amsterdam,Amsterdam,North Holland,,1061,Netherlands,52.37650713,4.838079793,Apartment,Entire home/apt,4,1,2,3,Real Bed, $119 ,1,0,2,4, $119 , $238 , $952 ,within an hour,1,2,100,10,10,10,10,8,9
16129402,Maarten,2014,5/29,5/29/14,3.13,3198602,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1054,Netherlands,52.35768499,4.856702289,Apartment,Entire home/apt,8,1.5,4,5,Real Bed, $400 ,1,0,3,30, $400 ," $1,200 "," $36,000 ",within a few hours,0.99,15,88,8,8,9,9,9,8
16140675,Willem,2014,5/29,5/29/14,3.13,3827634,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,,1078 dg,Netherlands,52.3456202,4.899513884,Apartment,Entire home/apt,4,1.5,3,4,Real Bed, $200 ,3,100,2,14, $200 , $400 ," $5,600 ",within an hour,1,7,97,10,10,8,9,9,9
16143173,Marieke,2014,5/29,5/29/14,3.13,3184089,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1054 TL,Netherlands,52.35871558,4.859208412,Apartment,Entire home/apt,3,1,1,2,Real Bed, $130 ,2,25,1,30, $130 , $130 ," $3,900 ",within an hour,1,15,99,10,10,10,10,9,10
16145613,Sara,2014,5/29,5/29/14,3.13,4875805,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,,1018 TK,Netherlands,52.36748285,4.907996344,Loft,Entire home/apt,2,1,0,1,Real Bed, $120 ,1,0,1,2, $120 , $120 , $240 ,N/A,N/A,1,100,10,10,10,10,10,8
16145749,Michel,2014,5/29,5/29/14,3.13,3184643,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,,1016 TA,Netherlands,52.37110415,4.874623166,Apartment,Entire home/apt,2,1,1,1,Real Bed, $129 ,16,0,3,30, $129 , $387 ," $11,610 ",within a few hours,1,15,99,10,10,10,10,10,10
16161916,Vivian,2014,5/30,5/30/14,3.12,3187827,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 jp,Netherlands,52.38112572,4.887393411,Apartment,Entire home/apt,3,1,2,2,Real Bed, $150 ,2,25,3,6, $150 , $450 ," $2,700 ",within a few hours,0.79,3,93,9,9,9,9,10,9
16163127,Tim,2014,5/30,5/30/14,3.12,3188143,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,,1087MC,Netherlands,52.34936566,4.999746084,House,Entire home/apt,6,1,3,4,Real Bed, $99 ,4,15,2,14, $99 , $198 ," $2,772 ",within a few hours,1,7,94,9,9,9,9,9,9
16163827,Sahiem,2014,5/30,5/30/14,3.12,3188372,Slotervaart,Amsterdam,Amsterdam,North Holland,,1065,Netherlands,52.35992292,4.833767567,Apartment,Entire home/apt,4,1,2,2,Real Bed, $100 ,1,0,3,76, $100 , $300 ," $22,800 ",within a few hours,0.95,38,87,9,8,9,9,8,9
16176192,Eli,2014,5/30,5/30/14,3.12,4773154,Noord-Oost,Amsterdam,Amsterdam,Noord-Holland,,1025 JH,Netherlands,52.39598317,4.930587751,Apartment,Entire home/apt,2,1,1,1,Real Bed, $95 ,1,0,1,6, $95 , $95 , $570 ,within a few hours,0.88,3,100,10,10,10,10,9,10
16178382,Ramon,2014,5/30,5/30/14,3.12,3191870,Oud-Oost,Amsterdam,Amsterdam,North Holland,,1091 AR,Netherlands,52.36054616,4.914709574,Apartment,Entire home/apt,2,1,1,2,Real Bed, $99 ,1,0,3,4, $99 , $297 ," $1,188 ",within a few hours,1,2,90,6,9,9,9,8,8
16179817,Denise,2014,5/30,5/30/14,3.12,3192540,Centrum-West,Amsterdam,Amsterdam,North Holland,,1015 PJ,Netherlands,52.37603732,4.881138936,Apartment,Entire home/apt,2,1,2,1,Real Bed, $120 ,1,0,4,0, $120 , $480 , $-   ,N/A,N/A,0,,,,,,,
16192912,Renske,2014,5/31,5/31/14,3.12,4801007,Westerpark,Amsterdam,Amsterdam,Noord-Holland,,1052,Netherlands,52.3810803,4.877298009,Apartment,Entire home/apt,4,1,1,2,Real Bed, $79 ,1,25,1,2, $104 , $104 , $208 ,N/A,N/A,1,80,6,8,10,10,8,8
16200894,Lot,2014,5/31,5/31/14,3.12,3200161,Westerpark,Amsterdam,Amsterdam,North Holland,,1051 EP,Netherlands,52.3816764,4.871453393,Apartment,Entire home/apt,2,1,1,1,Real Bed, $95 ,1,5,2,20, $100 , $200 ," $4,000 ",within a few hours,0.8,10,96,10,10,10,10,10,10
16223386,Laurens,2014,6/1,6/1/14,3.12,3201159,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,,1096 CJ,Netherlands,52.33654146,4.912173303,House,Entire home/apt,4,1,2,2,Real Bed, $100 ,1,0,21,0, $100 ," $2,100 ", $-   ,N/A,N/A,0,,,,,,,
16228849,Myra,2014,6/1,6/1/14,3.12,5265034,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,,1056 TM,Netherlands,52.37249703,4.856019132,Apartment,Entire home/apt,3,1,1,1,Real Bed, $95 ,2,20,1,2, $95 , $95 , $190 ,within a day,1,1,80,10,10,10,10,10,10
